event_id,match_id,match_label,period,time_start,time_end,frame_start,frame_end,player_id,player_name,team_id,team_shortname,event_subtype,x_start,y_start,x_end,y_end,channel_start,channel_end,third_start,third_end,penalty_area_start,penalty_area_end,distance_covered,speed_avg,speed_avg_band,trajectory_direction,targeted,received,received_in_space,dangerous,xthreat,team_in_possession_phase_type,team_out_of_possession_phase_type,high_intensity
1_104,2015213,Western United v Auckland FC,1,17:41.6,17:46.0,12826,12870,23418,F. Gallegos,4177,Auckland FC,coming_short,-14.75,-7.85,-27.29,12.72,center,half_space_left,middle_third,defensive_third,False,False,24.56,20.01,hsr,sideway_left,0.0,0.0,,0.0,0.0004,build_up,high_block,True
1_105,2015213,Western United v Auckland FC,1,17:42.0,17:42.8,12830,12838,33697,N. Pijnaker,4177,Auckland FC,dropping_off,-36.47,5.91,-38.85,8.38,center,center,defensive_third,defensive_third,False,False,3.43,15.37,running,sideway_left,1.0,1.0,1.0,0.0,0.0001,build_up,high_block,False
1_106,2015213,Western United v Auckland FC,1,17:44.2,17:46.4,12852,12874,582974,M. Francois,4177,Auckland FC,coming_short,-8.36,18.47,-19.87,17.12,half_space_left,half_space_left,middle_third,defensive_third,False,False,11.7,19.19,running,backward,1.0,1.0,0.0,0.0,0.0005,build_up,high_block,False
1_107,2015213,Western United v Auckland FC,1,17:45.1,17:46.4,12861,12874,14736,L. Verstraete,4177,Auckland FC,support,-29.47,-2.8,-29.59,2.83,center,center,defensive_third,defensive_third,False,False,5.33,15.98,running,sideway_left,0.0,0.0,,0.0,0.0007,build_up,high_block,False
1_108,2015213,Western United v Auckland FC,1,17:46.5,17:47.7,12875,12887,51008,T. Imai,1803,Western United,support,20.61,-17.71,27.91,-15.6,half_space_right,half_space_right,attacking_third,attacking_third,False,False,7.61,23.02,hsr,forward,0.0,0.0,,1.0,0.0428,quick_break,defending_quick_break,True
1_109,2015213,Western United v Auckland FC,1,19:15.5,19:17.9,13765,13789,133501,L. Rogerson,4177,Auckland FC,dropping_off,-16.8,-10.15,-27.34,-13.57,half_space_right,half_space_right,middle_third,defensive_third,False,False,11.14,16.6,running,backward,0.0,0.0,,0.0,0.0003,build_up,high_block,False
1_110,2015213,Western United v Auckland FC,1,19:18.4,19:20.8,13794,13818,23418,F. Gallegos,4177,Auckland FC,dropping_off,-19.74,2.04,-27.86,-6.36,center,center,defensive_third,defensive_third,False,False,11.78,17.55,running,sideway_right,0.0,0.0,,0.0,0.0005,create,medium_block,False
1_111,2015213,Western United v Auckland FC,1,19:46.0,19:47.7,14070,14087,133501,L. Rogerson,4177,Auckland FC,run_ahead_of_the_ball,3.45,-22.39,10.64,-27.86,wide_right,wide_right,middle_third,middle_third,False,False,8.63,18.91,running,forward,1.0,1.0,1.0,0.0,0.0035,direct,defending_direct,False
1_112,2015213,Western United v Auckland FC,1,19:46.5,19:50.3,14075,14113,14736,L. Verstraete,4177,Auckland FC,support,-11.05,-8.93,4.62,-18.83,center,half_space_right,middle_third,middle_third,False,False,18.89,17.81,running,forward,1.0,1.0,1.0,0.0,0.0029,create,medium_block,False
1_113,2015213,Western United v Auckland FC,1,19:48.6,19:50.7,14096,14117,38673,G. May,4177,Auckland FC,run_ahead_of_the_ball,5.81,-11.72,14.35,-16.98,half_space_right,half_space_right,middle_third,middle_third,False,False,9.64,17.12,running,forward,0.0,0.0,,0.0,0.0111,create,medium_block,False
1_114,2015213,Western United v Auckland FC,1,19:59.4,20:01.5,14204,14225,582974,M. Francois,4177,Auckland FC,pulling_wide,13.32,19.77,11.25,31.12,half_space_left,wide_left,middle_third,middle_third,False,False,11.14,19.68,running,sideway_left,1.0,0.0,,0.0,0.0025,create,medium_block,False
1_115,2015213,Western United v Auckland FC,1,19:59.8,20:03.1,14208,14241,38673,G. May,4177,Auckland FC,pulling_half_space,13.69,-0.5,12.11,16.51,center,half_space_left,middle_third,middle_third,False,False,16.93,18.91,running,sideway_left,0.0,0.0,,0.0,0.0043,create,medium_block,False
1_116,2015213,Western United v Auckland FC,1,20:25.8,20:27.0,14468,14480,795527,M. Grimaldi,1803,Western United,coming_short,-6.06,13.0,-10.48,16.01,half_space_left,half_space_left,middle_third,middle_third,False,False,5.37,15.98,running,backward,0.0,0.0,,0.0,0.0019,build_up,high_block,False
1_117,2015213,Western United v Auckland FC,1,20:27.5,20:30.6,14485,14516,560916,N. Botić,1803,Western United,pulling_half_space,3.99,4.78,10.61,20.05,center,half_space_left,middle_third,middle_third,False,False,16.62,20.46,hsr,sideway_left,1.0,1.0,0.0,0.0,0.0095,create,medium_block,True
1_118,2015213,Western United v Auckland FC,1,20:29.6,20:30.5,14506,14515,23922,B. Garuccio,1803,Western United,support,2.28,32.61,6.61,31.68,wide_left,wide_left,middle_third,middle_third,False,False,4.01,17.73,running,forward,1.0,0.0,,0.0,0.0051,create,medium_block,False
1_119,2015213,Western United v Auckland FC,1,20:29.6,20:31.5,14506,14525,795527,M. Grimaldi,1803,Western United,support,-3.81,18.41,7.08,16.14,half_space_left,half_space_left,middle_third,middle_third,False,False,10.63,21.05,hsr,forward,0.0,0.0,,0.0,0.0176,create,medium_block,True
1_120,2015213,Western United v Auckland FC,1,20:57.7,20:58.6,14787,14796,33697,N. Pijnaker,4177,Auckland FC,dropping_off,-34.87,1.64,-37.79,4.48,center,center,defensive_third,defensive_third,False,False,3.65,15.69,running,backward,1.0,1.0,0.0,0.0,0.0001,build_up,high_block,False
1_121,2015213,Western United v Auckland FC,1,21:02.2,21:05.7,14832,14867,582974,M. Francois,4177,Auckland FC,pulling_wide,-11.68,22.51,-25.52,31.11,wide_left,wide_left,middle_third,defensive_third,False,False,16.18,17.04,running,backward,0.0,0.0,,0.0,0.0007,build_up,high_block,False
1_122,2015213,Western United v Auckland FC,1,21:30.1,21:32.6,15111,15136,23922,B. Garuccio,1803,Western United,dropping_off,20.19,-1.05,9.18,-5.17,center,center,attacking_third,middle_third,False,False,11.48,17.06,running,backward,0.0,0.0,,0.0,0.0046,finish,low_block,False
1_123,2015213,Western United v Auckland FC,1,21:30.1,21:33.2,15111,15142,51008,T. Imai,1803,Western United,dropping_off,27.75,-33.42,12.09,-29.79,wide_right,wide_right,attacking_third,middle_third,False,False,15.66,18.54,running,backward,0.0,0.0,,0.0,0.0032,finish,low_block,False
1_124,2015213,Western United v Auckland FC,1,21:30.5,21:32.9,15115,15139,51675,A. Thurgate,1803,Western United,dropping_off,17.58,-22.51,5.75,-23.8,wide_right,wide_right,middle_third,middle_third,False,False,11.91,17.75,running,backward,0.0,0.0,,0.0,0.0028,finish,low_block,False
1_125,2015213,Western United v Auckland FC,1,21:34.4,21:38.3,15154,15193,23883,J. Donachie,1803,Western United,run_ahead_of_the_ball,13.32,-17.14,38.83,-10.71,half_space_right,half_space_right,middle_third,attacking_third,False,True,26.28,24.66,hsr,forward,0.0,0.0,,1.0,0.1687,finish,low_block,True
1_126,2015213,Western United v Auckland FC,1,21:36.2,21:38.3,15172,15193,560916,N. Botić,1803,Western United,behind,30.43,-1.11,40.31,-1.99,center,center,attacking_third,attacking_third,False,True,9.91,17.89,running,forward,0.0,0.0,,1.0,0.1164,finish,low_block,False
1_127,2015213,Western United v Auckland FC,1,23:31.5,23:32.6,16325,16336,23418,F. Gallegos,4177,Auckland FC,coming_short,-16.59,9.66,-18.52,14.02,half_space_left,half_space_left,middle_third,defensive_third,False,False,4.35,15.57,running,sideway_left,0.0,0.0,,0.0,0.0009,direct,defending_direct,False
1_128,2015213,Western United v Auckland FC,1,24:20.4,24:21.2,16814,16822,14736,L. Verstraete,4177,Auckland FC,support,18.94,-20.09,22.53,-21.9,half_space_right,wide_right,attacking_third,attacking_third,False,False,4.02,15.57,running,forward,0.0,0.0,,0.0,0.01,create,medium_block,False
1_129,2015213,Western United v Auckland FC,1,25:20.6,25:21.4,17416,17424,51008,T. Imai,1803,Western United,pulling_wide,-20.48,-29.62,-23.91,-30.31,wide_right,wide_right,defensive_third,defensive_third,False,False,3.53,15.72,running,backward,0.0,0.0,,0.0,0.0001,direct,defending_direct,False
1_130,2015213,Western United v Auckland FC,1,26:18.5,26:20.8,17995,18018,38673,G. May,4177,Auckland FC,underlap,21.86,25.71,35.37,22.2,wide_left,wide_left,attacking_third,attacking_third,False,False,13.53,22.1,hsr,forward,1.0,0.0,,1.0,0.0366,chaotic,chaotic,True
