match_id,match_label,period,time_start,time_end,duration,team_in_possession_id,team_in_possession_shortname,team_in_possession_phase_type,team_out_of_possession_phase_type,x_start,y_start,x_end,y_end
2017461,Melbourne V FC v Auckland FC,1,00:00.2,00:03.0,2.8,868,Melbourne V FC,create,medium_block,-2.27,0.09,-17.68,-2.01
2017461,Melbourne V FC v Auckland FC,1,00:03.0,00:06.3,3.3,868,Melbourne V FC,direct,defending_direct,-16.43,-1.43,30.38,11.8
2017461,Melbourne V FC v Auckland FC,1,00:06.3,00:08.1,1.8,4177,Auckland FC,chaotic,chaotic,-29.88,-11.97,-14.64,-18.78
2017461,Melbourne V FC v Auckland FC,1,00:08.1,00:16.2,8.1,868,Melbourne V FC,finish,low_block,14.75,18.99,52.06,14.22
2017461,Melbourne V FC v Auckland FC,1,00:33.5,00:39.1,5.6,868,Melbourne V FC,set_play,defending_set_play,,,-5.16,-29.6
2017461,Melbourne V FC v Auckland FC,1,00:39.1,00:42.4,3.3,4177,Auckland FC,transition,defending_transition,-4.59,-29.74,8.4,-30.94
2017461,Melbourne V FC v Auckland FC,1,00:42.4,00:47.3,4.9,868,Melbourne V FC,chaotic,chaotic,-9.35,30.33,-33.86,6.65
2017461,Melbourne V FC v Auckland FC,1,00:47.3,00:50.4,3.1,868,Melbourne V FC,direct,defending_direct,-33.45,6.61,8.02,5.65
2017461,Melbourne V FC v Auckland FC,1,00:50.4,00:55.7,5.3,4177,Auckland FC,chaotic,chaotic,-9.07,-5.58,8.02,-21.29
2017461,Melbourne V FC v Auckland FC,1,00:55.7,01:02.9,7.2,868,Melbourne V FC,create,medium_block,-8.29,21.31,-19.89,-6.42
2017461,Melbourne V FC v Auckland FC,1,01:02.9,01:06.0,3.1,868,Melbourne V FC,direct,defending_direct,-19.26,-5.94,17.81,21.79
2017461,Melbourne V FC v Auckland FC,1,01:06.0,01:09.4,3.4,4177,Auckland FC,chaotic,chaotic,-18.04,-22.2,-7.8,-12.33
2017461,Melbourne V FC v Auckland FC,1,01:09.4,01:15.8,6.4,868,Melbourne V FC,chaotic,chaotic,7.64,12.64,31.39,12.48
2017461,Melbourne V FC v Auckland FC,1,01:15.8,01:31.5,15.7,4177,Auckland FC,transition,defending_transition,-31.43,-12.16,46.06,-3.67
2017461,Melbourne V FC v Auckland FC,1,01:31.5,01:40.1,8.6,868,Melbourne V FC,build_up,high_block,-46.11,4.48,-20.03,32.62
2017461,Melbourne V FC v Auckland FC,1,01:40.1,01:54.3,14.2,868,Melbourne V FC,create,medium_block,-19.67,32.62,-20.89,26.17
2017461,Melbourne V FC v Auckland FC,1,02:07.1,02:11.3,4.2,868,Melbourne V FC,create,medium_block,,,-19.93,-25.65
2017461,Melbourne V FC v Auckland FC,1,02:11.3,02:16.0,4.7,868,Melbourne V FC,build_up,high_block,-20.13,-25.57,-46.43,-6.56
2017461,Melbourne V FC v Auckland FC,1,02:16.0,02:19.6,3.6,868,Melbourne V FC,direct,defending_direct,-45.75,-6.27,2.26,3.32
2017461,Melbourne V FC v Auckland FC,1,02:19.6,02:37.1,17.5,4177,Auckland FC,create,medium_block,-2.13,-3.06,2.32,17.33
2017461,Melbourne V FC v Auckland FC,1,02:54.8,02:56.6,1.8,868,Melbourne V FC,chaotic,chaotic,-35.47,-34.03,-25.28,-27.78
2017461,Melbourne V FC v Auckland FC,1,02:56.6,02:57.8,1.2,4177,Auckland FC,chaotic,chaotic,25.53,27.19,32.42,22.07
2017461,Melbourne V FC v Auckland FC,1,02:57.8,02:59.5,1.7,868,Melbourne V FC,chaotic,chaotic,-31.99,-21.93,-18.23,-25.97
2017461,Melbourne V FC v Auckland FC,1,02:59.5,03:05.2,5.7,4177,Auckland FC,chaotic,chaotic,18.5,26.18,11.58,21.51
2017461,Melbourne V FC v Auckland FC,1,03:05.2,03:09.4,4.2,868,Melbourne V FC,chaotic,chaotic,-11.48,-21.74,-15.66,-29.94
2017461,Melbourne V FC v Auckland FC,1,03:09.4,03:11.4,2.0,4177,Auckland FC,chaotic,chaotic,15.49,30.07,16.84,35.12
2017461,Melbourne V FC v Auckland FC,1,03:25.6,03:29.1,3.5,4177,Auckland FC,chaotic,chaotic,23.23,33.23,30.28,27.91
2017461,Melbourne V FC v Auckland FC,1,03:29.1,03:35.4,6.3,868,Melbourne V FC,transition,defending_transition,-29.24,-28.02,23.03,-32.22
2017461,Melbourne V FC v Auckland FC,1,03:35.4,03:51.7,16.3,4177,Auckland FC,create,medium_block,-23.64,31.63,-22.77,-9.92
2017461,Melbourne V FC v Auckland FC,1,03:51.7,03:54.5,2.8,4177,Auckland FC,direct,defending_direct,-21.93,-10.36,16.59,-22.41
2017461,Melbourne V FC v Auckland FC,1,03:54.5,03:55.8,1.3,868,Melbourne V FC,chaotic,chaotic,-17.19,22.58,-14.95,21.36
2017461,Melbourne V FC v Auckland FC,1,03:55.8,03:57.2,1.4,4177,Auckland FC,chaotic,chaotic,14.67,-21.04,12.89,-17.79
2017461,Melbourne V FC v Auckland FC,1,03:57.2,04:01.2,4.0,868,Melbourne V FC,chaotic,chaotic,-13.03,17.41,6.28,6.25
2017461,Melbourne V FC v Auckland FC,1,04:41.0,04:44.4,3.4,868,Melbourne V FC,create,medium_block,-0.53,10.41,14.06,32.76
2017461,Melbourne V FC v Auckland FC,1,04:44.4,04:46.3,1.9,868,Melbourne V FC,finish,low_block,14.17,32.78,17.12,34.64
2017461,Melbourne V FC v Auckland FC,1,04:50.6,05:03.9,13.3,868,Melbourne V FC,create,medium_block,9.22,30.96,19.35,-18.57
2017461,Melbourne V FC v Auckland FC,1,05:03.9,05:09.5,5.6,4177,Auckland FC,build_up,high_block,-20.23,18.37,-44.61,-7.25
2017461,Melbourne V FC v Auckland FC,1,05:09.5,05:11.4,1.9,4177,Auckland FC,direct,defending_direct,-43.75,-7.79,-6.58,-9.15
2017461,Melbourne V FC v Auckland FC,1,05:11.4,05:19.7,8.3,868,Melbourne V FC,create,medium_block,4.74,8.86,14.2,13.37
2017461,Melbourne V FC v Auckland FC,1,05:19.7,05:22.4,2.7,4177,Auckland FC,chaotic,chaotic,-14.32,-13.2,-3.05,-18.33
2017461,Melbourne V FC v Auckland FC,1,05:36.4,05:37.7,1.3,4177,Auckland FC,create,medium_block,,,,
2017461,Melbourne V FC v Auckland FC,1,05:37.7,05:39.0,1.3,868,Melbourne V FC,create,medium_block,14.3,13.53,23.18,11.62
2017461,Melbourne V FC v Auckland FC,1,05:39.0,06:08.8,29.8,868,Melbourne V FC,finish,low_block,24.54,11.9,32.86,24.99
2017461,Melbourne V FC v Auckland FC,1,06:08.8,06:09.8,1.0,4177,Auckland FC,chaotic,chaotic,-32.92,-25.23,-30.89,-30.96
2017461,Melbourne V FC v Auckland FC,1,06:16.3,06:33.3,17.0,868,Melbourne V FC,finish,low_block,29.3,32.03,35.42,30.08
2017461,Melbourne V FC v Auckland FC,1,06:39.2,07:25.0,45.8,868,Melbourne V FC,finish,low_block,28.3,31.92,50.77,12.79
2017461,Melbourne V FC v Auckland FC,1,07:25.0,07:27.3,2.3,4177,Auckland FC,chaotic,chaotic,-50.93,-12.61,-49.4,-12.33
2017461,Melbourne V FC v Auckland FC,1,07:27.3,07:36.9,9.6,868,Melbourne V FC,finish,low_block,49.39,12.62,45.3,0.38
2017461,Melbourne V FC v Auckland FC,1,08:07.3,08:09.0,1.7,868,Melbourne V FC,set_play,defending_set_play,51.79,-31.38,46.16,-6.71
2017461,Melbourne V FC v Auckland FC,1,08:09.0,08:12.6,3.6,4177,Auckland FC,chaotic,chaotic,-45.79,6.57,-43.44,18.54
2017461,Melbourne V FC v Auckland FC,1,08:12.6,08:13.5,0.9,868,Melbourne V FC,chaotic,chaotic,43.67,-18.53,46.02,-17.65
2017461,Melbourne V FC v Auckland FC,1,08:13.5,08:22.2,8.7,4177,Auckland FC,transition,defending_transition,-46.26,17.93,4.8,18.59
2017461,Melbourne V FC v Auckland FC,1,08:22.2,08:36.5,14.3,868,Melbourne V FC,create,medium_block,-5.28,-18.5,3.18,-8.45
2017461,Melbourne V FC v Auckland FC,1,08:36.5,08:47.3,10.8,4177,Auckland FC,transition,defending_transition,-3.21,8.3,55.14,28.59
2017461,Melbourne V FC v Auckland FC,1,09:20.6,09:21.6,1.0,4177,Auckland FC,set_play,defending_set_play,50.27,30.68,47.63,13.47
2017461,Melbourne V FC v Auckland FC,1,10:02.7,10:02.8,0.1,868,Melbourne V FC,direct,defending_direct,,,,
2017461,Melbourne V FC v Auckland FC,1,10:02.8,10:13.3,10.5,868,Melbourne V FC,create,medium_block,,,0.79,-30.69
2017461,Melbourne V FC v Auckland FC,1,10:13.3,10:18.3,5.0,4177,Auckland FC,create,medium_block,-0.88,30.57,-19.75,12.9
2017461,Melbourne V FC v Auckland FC,1,10:18.3,10:24.4,6.1,4177,Auckland FC,build_up,high_block,-20.29,12.53,-25.22,-34.23
2017461,Melbourne V FC v Auckland FC,1,10:37.0,10:43.7,6.7,868,Melbourne V FC,create,medium_block,18.05,34.02,-19.47,14.72
2017461,Melbourne V FC v Auckland FC,1,10:43.7,10:46.7,3.0,868,Melbourne V FC,build_up,high_block,-20.01,14.31,-20.33,11.89
2017461,Melbourne V FC v Auckland FC,1,10:46.7,10:47.0,0.3,868,Melbourne V FC,create,medium_block,-18.49,12.8,-15.42,14.93
2017461,Melbourne V FC v Auckland FC,1,11:05.5,11:15.9,10.4,4177,Auckland FC,create,medium_block,-2.0,-32.74,20.99,28.46
2017461,Melbourne V FC v Auckland FC,1,11:15.9,11:23.5,7.6,4177,Auckland FC,finish,low_block,21.54,28.74,42.66,-0.26
2017461,Melbourne V FC v Auckland FC,1,11:59.4,12:03.8,4.4,868,Melbourne V FC,direct,defending_direct,-31.29,-8.84,8.87,-0.24
2017461,Melbourne V FC v Auckland FC,1,12:03.8,12:11.7,7.9,4177,Auckland FC,create,medium_block,-9.01,-0.12,16.98,21.23
2017461,Melbourne V FC v Auckland FC,1,12:11.7,12:14.4,2.7,4177,Auckland FC,finish,low_block,17.7,21.28,31.93,25.64
2017461,Melbourne V FC v Auckland FC,1,12:14.4,12:28.5,14.1,868,Melbourne V FC,build_up,high_block,-32.15,-25.57,-20.25,23.11
2017461,Melbourne V FC v Auckland FC,1,12:28.5,12:58.3,29.8,868,Melbourne V FC,create,medium_block,-19.21,23.99,-19.9,25.76
2017461,Melbourne V FC v Auckland FC,1,12:58.3,13:03.1,4.8,868,Melbourne V FC,build_up,high_block,-20.79,25.34,-21.68,-5.51
2017461,Melbourne V FC v Auckland FC,1,13:03.1,13:03.9,0.8,868,Melbourne V FC,create,medium_block,-19.09,-6.37,-2.94,-11.54
2017461,Melbourne V FC v Auckland FC,1,13:27.9,13:31.6,3.7,4177,Auckland FC,chaotic,chaotic,-35.75,34.91,-10.63,16.79
2017461,Melbourne V FC v Auckland FC,1,13:31.6,13:33.6,2.0,868,Melbourne V FC,chaotic,chaotic,10.51,-16.34,14.14,-11.74
2017461,Melbourne V FC v Auckland FC,1,13:33.6,13:41.5,7.9,4177,Auckland FC,create,medium_block,-13.99,11.42,19.93,-30.16
2017461,Melbourne V FC v Auckland FC,1,13:41.5,13:44.9,3.4,4177,Auckland FC,finish,low_block,20.02,-30.1,23.34,-22.9
2017461,Melbourne V FC v Auckland FC,1,13:44.9,14:02.9,18.0,868,Melbourne V FC,transition,defending_transition,-22.96,22.75,29.58,10.69
2017461,Melbourne V FC v Auckland FC,1,14:02.9,14:04.2,1.3,4177,Auckland FC,chaotic,chaotic,-29.42,-10.67,-28.85,-14.13
2017461,Melbourne V FC v Auckland FC,1,14:04.2,14:18.3,14.1,868,Melbourne V FC,finish,low_block,28.67,14.49,5.29,17.49
2017461,Melbourne V FC v Auckland FC,1,14:18.3,14:18.9,0.6,868,Melbourne V FC,create,medium_block,5.14,17.29,5.0,17.19
2017461,Melbourne V FC v Auckland FC,1,14:18.9,14:20.0,1.1,868,Melbourne V FC,finish,low_block,5.05,17.31,5.23,17.27
2017461,Melbourne V FC v Auckland FC,1,14:20.0,14:27.5,7.5,868,Melbourne V FC,create,medium_block,5.15,17.09,12.9,-28.93
2017461,Melbourne V FC v Auckland FC,1,14:27.5,14:30.5,3.0,868,Melbourne V FC,finish,low_block,13.03,-29.06,10.37,-23.5
2017461,Melbourne V FC v Auckland FC,1,14:30.5,14:32.3,1.8,868,Melbourne V FC,create,medium_block,10.93,-22.82,13.03,-16.64
2017461,Melbourne V FC v Auckland FC,1,14:32.3,14:35.3,3.0,4177,Auckland FC,chaotic,chaotic,-12.42,16.7,-16.93,26.95
2017461,Melbourne V FC v Auckland FC,1,14:35.3,14:37.1,1.8,868,Melbourne V FC,create,medium_block,17.15,-27.0,20.08,-21.71
2017461,Melbourne V FC v Auckland FC,1,14:37.1,14:40.6,3.5,868,Melbourne V FC,finish,low_block,20.81,-21.08,32.72,-28.36
2017461,Melbourne V FC v Auckland FC,1,14:40.6,14:44.2,3.6,4177,Auckland FC,direct,defending_direct,-32.43,28.41,15.63,16.91
2017461,Melbourne V FC v Auckland FC,1,14:44.2,15:06.6,22.4,868,Melbourne V FC,create,medium_block,-16.23,-16.57,28.71,-20.96
2017461,Melbourne V FC v Auckland FC,1,15:06.6,15:08.9,2.3,4177,Auckland FC,chaotic,chaotic,-28.32,21.55,-14.47,30.06
2017461,Melbourne V FC v Auckland FC,1,15:08.9,15:10.2,1.3,868,Melbourne V FC,finish,low_block,14.06,-30.19,8.44,-32.23
2017461,Melbourne V FC v Auckland FC,1,15:10.2,15:26.3,16.1,868,Melbourne V FC,create,medium_block,8.01,-32.41,3.72,5.83
2017461,Melbourne V FC v Auckland FC,1,15:26.3,15:30.1,3.8,4177,Auckland FC,chaotic,chaotic,-4.26,-6.39,4.31,-28.4
2017461,Melbourne V FC v Auckland FC,1,15:30.1,15:57.0,26.9,868,Melbourne V FC,create,medium_block,-4.64,28.71,20.11,30.19
2017461,Melbourne V FC v Auckland FC,1,15:57.0,16:06.1,9.1,868,Melbourne V FC,finish,low_block,20.57,30.17,6.29,11.16
2017461,Melbourne V FC v Auckland FC,1,16:06.1,16:28.3,22.2,868,Melbourne V FC,create,medium_block,5.44,9.8,20.42,19.26
2017461,Melbourne V FC v Auckland FC,1,16:28.3,16:31.5,3.2,868,Melbourne V FC,finish,low_block,21.62,19.76,40.78,12.04
2017461,Melbourne V FC v Auckland FC,1,16:31.5,16:32.5,1.0,4177,Auckland FC,chaotic,chaotic,-41.75,-12.22,-49.72,-13.78
2017461,Melbourne V FC v Auckland FC,1,17:03.8,17:23.8,20.0,868,Melbourne V FC,set_play,defending_set_play,50.19,32.05,-29.0,13.9
2017461,Melbourne V FC v Auckland FC,1,17:23.8,17:37.5,13.7,4177,Auckland FC,transition,defending_transition,-28.61,14.32,42.9,0.44
2017461,Melbourne V FC v Auckland FC,1,18:28.9,18:33.7,4.8,868,Melbourne V FC,direct,defending_direct,,,22.28,20.8
2017461,Melbourne V FC v Auckland FC,1,18:33.7,18:34.7,1.0,4177,Auckland FC,chaotic,chaotic,-22.7,-20.34,-19.5,-24.86
2017461,Melbourne V FC v Auckland FC,1,18:41.6,18:50.7,9.1,868,Melbourne V FC,create,medium_block,4.93,33.08,21.68,-8.58
2017461,Melbourne V FC v Auckland FC,1,18:50.7,18:54.7,4.0,4177,Auckland FC,chaotic,chaotic,-21.82,9.03,-11.26,13.84
2017461,Melbourne V FC v Auckland FC,1,18:54.7,18:57.4,2.7,868,Melbourne V FC,create,medium_block,10.98,-14.23,16.72,-22.29
2017461,Melbourne V FC v Auckland FC,1,18:57.4,19:02.8,5.4,868,Melbourne V FC,finish,low_block,17.23,-22.32,45.47,-1.28
2017461,Melbourne V FC v Auckland FC,1,19:47.6,19:54.5,6.9,4177,Auckland FC,create,medium_block,-37.13,-8.8,-19.66,-6.53
2017461,Melbourne V FC v Auckland FC,1,19:54.5,19:57.1,2.6,4177,Auckland FC,build_up,high_block,-20.0,-6.01,-27.76,6.76
2017461,Melbourne V FC v Auckland FC,1,19:57.1,19:59.8,2.7,4177,Auckland FC,direct,defending_direct,-27.3,7.52,15.87,21.98
2017461,Melbourne V FC v Auckland FC,1,19:59.8,20:05.0,5.2,868,Melbourne V FC,chaotic,chaotic,-17.23,-22.22,-49.63,-35.89
2017461,Melbourne V FC v Auckland FC,1,20:37.7,20:53.8,16.1,4177,Auckland FC,chaotic,chaotic,47.49,33.91,24.74,-28.43
2017461,Melbourne V FC v Auckland FC,1,20:53.8,21:00.5,6.7,868,Melbourne V FC,build_up,high_block,-24.44,28.52,-46.88,-0.6
2017461,Melbourne V FC v Auckland FC,1,21:00.5,21:03.3,2.8,868,Melbourne V FC,direct,defending_direct,-45.98,-1.09,-2.2,-12.39
2017461,Melbourne V FC v Auckland FC,1,21:03.3,21:06.6,3.3,4177,Auckland FC,chaotic,chaotic,2.39,12.4,25.8,-5.8
2017461,Melbourne V FC v Auckland FC,1,21:06.6,21:14.2,7.6,868,Melbourne V FC,build_up,high_block,-26.05,6.31,-35.89,24.74
2017461,Melbourne V FC v Auckland FC,1,21:14.2,21:16.7,2.5,868,Melbourne V FC,direct,defending_direct,-34.99,24.95,-2.21,22.98
2017461,Melbourne V FC v Auckland FC,1,21:16.7,21:21.7,5.0,868,Melbourne V FC,create,medium_block,-1.74,22.71,27.85,17.69
2017461,Melbourne V FC v Auckland FC,1,21:21.7,21:27.8,6.1,868,Melbourne V FC,finish,low_block,28.45,17.45,36.4,17.97
2017461,Melbourne V FC v Auckland FC,1,21:27.8,21:35.6,7.8,4177,Auckland FC,build_up,high_block,-36.31,-17.95,-20.14,-2.25
2017461,Melbourne V FC v Auckland FC,1,21:35.6,21:42.2,6.6,4177,Auckland FC,create,medium_block,-19.78,-1.33,29.27,16.23
2017461,Melbourne V FC v Auckland FC,1,22:06.1,22:07.1,1.0,868,Melbourne V FC,set_play,defending_set_play,,,6.67,17.14
2017461,Melbourne V FC v Auckland FC,1,23:19.5,23:23.7,4.2,4177,Auckland FC,direct,defending_direct,-27.81,-10.41,6.58,-3.18
2017461,Melbourne V FC v Auckland FC,1,23:23.7,23:29.4,5.7,4177,Auckland FC,create,medium_block,6.18,-4.73,16.92,-29.12
2017461,Melbourne V FC v Auckland FC,1,23:52.5,24:12.5,20.0,868,Melbourne V FC,set_play,defending_set_play,,,-31.95,11.81
2017461,Melbourne V FC v Auckland FC,1,24:12.5,24:24.9,12.4,4177,Auckland FC,create,medium_block,-31.77,11.82,24.93,27.28
2017461,Melbourne V FC v Auckland FC,1,24:24.9,24:27.6,2.7,4177,Auckland FC,finish,low_block,25.27,28.0,49.19,27.03
2017461,Melbourne V FC v Auckland FC,1,25:01.1,25:02.8,1.7,4177,Auckland FC,set_play,defending_set_play,49.13,28.24,46.41,2.78
2017461,Melbourne V FC v Auckland FC,1,25:02.8,25:07.8,5.0,868,Melbourne V FC,build_up,high_block,-46.09,-2.17,-20.03,-4.73
2017461,Melbourne V FC v Auckland FC,1,25:07.8,25:08.3,0.5,868,Melbourne V FC,create,medium_block,-19.41,-4.89,-16.78,-5.72
2017461,Melbourne V FC v Auckland FC,1,25:32.3,25:38.8,6.5,868,Melbourne V FC,create,medium_block,-24.99,4.7,-19.55,17.88
2017461,Melbourne V FC v Auckland FC,1,25:38.8,25:40.9,2.1,868,Melbourne V FC,build_up,high_block,-20.07,16.91,-21.03,6.0
2017461,Melbourne V FC v Auckland FC,1,25:40.9,25:45.3,4.4,868,Melbourne V FC,create,medium_block,-19.4,5.79,0.58,25.89
2017461,Melbourne V FC v Auckland FC,1,25:45.3,25:47.5,2.2,4177,Auckland FC,chaotic,chaotic,-0.52,-26.28,15.01,-33.15
2017461,Melbourne V FC v Auckland FC,1,25:54.2,26:05.2,11.0,868,Melbourne V FC,create,medium_block,-15.96,32.59,-24.24,-25.85
2017461,Melbourne V FC v Auckland FC,1,26:05.2,26:10.0,4.8,868,Melbourne V FC,direct,defending_direct,-23.63,-25.91,13.47,-30.6
2017461,Melbourne V FC v Auckland FC,1,26:10.0,26:15.8,5.8,4177,Auckland FC,create,medium_block,-13.17,30.14,-6.53,2.11
2017461,Melbourne V FC v Auckland FC,1,26:40.5,26:51.6,11.1,4177,Auckland FC,create,medium_block,,,-11.44,-30.39
2017461,Melbourne V FC v Auckland FC,1,27:08.4,27:25.9,17.5,4177,Auckland FC,create,medium_block,-22.95,-28.94,18.35,-32.15
2017461,Melbourne V FC v Auckland FC,1,27:25.9,27:28.6,2.7,4177,Auckland FC,finish,low_block,18.76,-32.48,5.63,-26.49
2017461,Melbourne V FC v Auckland FC,1,27:28.6,27:36.1,7.5,4177,Auckland FC,create,medium_block,5.27,-26.36,8.31,16.86
2017461,Melbourne V FC v Auckland FC,1,27:36.1,27:49.5,13.4,4177,Auckland FC,finish,low_block,8.53,17.12,48.71,17.35
2017461,Melbourne V FC v Auckland FC,1,28:24.6,28:28.6,4.0,868,Melbourne V FC,direct,defending_direct,-46.93,-7.01,3.85,-22.81
2017461,Melbourne V FC v Auckland FC,1,28:28.6,28:35.1,6.5,4177,Auckland FC,chaotic,chaotic,-4.03,23.03,13.84,27.77
2017461,Melbourne V FC v Auckland FC,1,29:10.0,29:13.9,3.9,4177,Auckland FC,set_play,defending_set_play,8.5,19.96,46.65,-1.82
2017461,Melbourne V FC v Auckland FC,1,29:13.9,29:27.1,13.2,868,Melbourne V FC,build_up,high_block,-47.15,1.09,,
2017461,Melbourne V FC v Auckland FC,1,29:27.1,29:29.2,2.1,868,Melbourne V FC,create,medium_block,-8.95,26.21,-7.23,17.23
2017461,Melbourne V FC v Auckland FC,1,29:29.2,29:46.4,17.2,4177,Auckland FC,quick_break,defending_quick_break,7.86,-16.66,47.84,3.81
2017461,Melbourne V FC v Auckland FC,1,30:28.9,30:29.9,1.0,868,Melbourne V FC,direct,defending_direct,,,,
2017461,Melbourne V FC v Auckland FC,1,31:00.4,31:03.2,2.8,868,Melbourne V FC,direct,defending_direct,,,30.5,-17.32
2017461,Melbourne V FC v Auckland FC,1,31:03.2,31:10.2,7.0,4177,Auckland FC,chaotic,chaotic,-30.41,17.29,4.24,9.33
2017461,Melbourne V FC v Auckland FC,1,31:10.2,31:15.9,5.7,868,Melbourne V FC,create,medium_block,-4.24,-9.2,21.31,-18.75
2017461,Melbourne V FC v Auckland FC,1,31:15.9,31:27.0,11.1,868,Melbourne V FC,finish,low_block,21.53,-19.01,5.3,-7.68
2017461,Melbourne V FC v Auckland FC,1,31:27.0,31:30.3,3.3,868,Melbourne V FC,create,medium_block,5.07,-5.92,4.17,20.16
2017461,Melbourne V FC v Auckland FC,1,31:30.3,31:32.6,2.3,868,Melbourne V FC,finish,low_block,5.04,21.4,5.5,29.62
2017461,Melbourne V FC v Auckland FC,1,31:32.6,31:46.4,13.8,868,Melbourne V FC,create,medium_block,3.95,29.1,3.22,-37.37
2017461,Melbourne V FC v Auckland FC,1,32:01.4,32:06.3,4.9,4177,Auckland FC,chaotic,chaotic,4.13,33.95,18.73,32.91
2017461,Melbourne V FC v Auckland FC,1,32:06.3,32:07.3,1.0,868,Melbourne V FC,chaotic,chaotic,-18.28,-33.01,-8.22,-34.01
2017461,Melbourne V FC v Auckland FC,1,32:18.6,32:21.6,3.0,4177,Auckland FC,chaotic,chaotic,-0.43,34.21,7.08,17.27
2017461,Melbourne V FC v Auckland FC,1,32:21.6,32:33.4,11.8,868,Melbourne V FC,create,medium_block,-7.05,-16.88,39.47,-9.67
2017461,Melbourne V FC v Auckland FC,1,32:33.4,32:43.6,10.2,4177,Auckland FC,build_up,high_block,-39.82,9.4,-20.06,-32.57
2017461,Melbourne V FC v Auckland FC,1,32:43.6,32:49.7,6.1,4177,Auckland FC,create,medium_block,-19.57,-32.62,-6.03,-28.58
2017461,Melbourne V FC v Auckland FC,1,33:21.0,33:24.1,3.1,4177,Auckland FC,create,medium_block,-3.88,-25.3,18.57,-33.12
2017461,Melbourne V FC v Auckland FC,1,33:24.1,33:26.2,2.1,4177,Auckland FC,finish,low_block,18.37,-33.03,6.6,-27.61
2017461,Melbourne V FC v Auckland FC,1,33:26.2,33:48.3,22.1,4177,Auckland FC,create,medium_block,5.19,-27.1,-11.41,10.53
2017461,Melbourne V FC v Auckland FC,1,33:48.3,33:51.6,3.3,4177,Auckland FC,direct,defending_direct,-10.44,9.69,27.44,-21.99
2017461,Melbourne V FC v Auckland FC,1,33:51.6,34:04.2,12.6,4177,Auckland FC,finish,low_block,27.92,-22.26,41.48,-31.17
2017461,Melbourne V FC v Auckland FC,1,34:43.8,34:48.7,4.9,868,Melbourne V FC,create,medium_block,-5.94,18.59,24.88,26.44
2017461,Melbourne V FC v Auckland FC,1,34:48.7,34:54.3,5.6,4177,Auckland FC,direct,defending_direct,-24.52,-27.06,32.13,-25.78
2017461,Melbourne V FC v Auckland FC,1,34:54.3,35:05.3,11.0,868,Melbourne V FC,build_up,high_block,-32.56,25.63,-20.26,-23.54
2017461,Melbourne V FC v Auckland FC,1,35:05.3,35:14.2,8.9,868,Melbourne V FC,create,medium_block,-19.53,-24.45,-1.3,-4.98
2017461,Melbourne V FC v Auckland FC,1,35:33.9,35:36.4,2.5,4177,Auckland FC,chaotic,chaotic,2.17,32.45,7.01,26.65
2017461,Melbourne V FC v Auckland FC,1,35:36.4,35:38.2,1.8,868,Melbourne V FC,chaotic,chaotic,-6.27,-26.25,7.18,-18.13
2017461,Melbourne V FC v Auckland FC,1,35:38.2,35:41.3,3.1,4177,Auckland FC,chaotic,chaotic,-7.25,17.31,-1.11,27.43
2017461,Melbourne V FC v Auckland FC,1,35:47.7,36:05.9,18.2,868,Melbourne V FC,create,medium_block,4.61,-34.16,21.63,-20.69
2017461,Melbourne V FC v Auckland FC,1,36:05.9,36:17.9,12.0,4177,Auckland FC,transition,defending_transition,-21.7,20.13,40.84,9.4
2017461,Melbourne V FC v Auckland FC,1,36:17.9,36:22.9,5.0,4177,Auckland FC,finish,low_block,40.46,10.11,45.69,6.27
2017461,Melbourne V FC v Auckland FC,1,37:06.8,37:09.3,2.5,868,Melbourne V FC,direct,defending_direct,,,7.54,12.24
2017461,Melbourne V FC v Auckland FC,1,37:09.3,37:13.0,3.7,4177,Auckland FC,chaotic,chaotic,-7.08,-11.75,20.89,9.66
2017461,Melbourne V FC v Auckland FC,1,37:13.0,37:18.2,5.2,868,Melbourne V FC,chaotic,chaotic,-21.17,-9.91,7.53,-29.23
2017461,Melbourne V FC v Auckland FC,1,37:18.2,37:40.6,22.4,4177,Auckland FC,create,medium_block,-7.15,29.45,18.7,32.92
2017461,Melbourne V FC v Auckland FC,1,37:40.6,37:43.9,3.3,4177,Auckland FC,finish,low_block,18.91,33.17,12.26,27.02
2017461,Melbourne V FC v Auckland FC,1,37:43.9,37:49.4,5.5,4177,Auckland FC,create,medium_block,12.12,26.91,4.71,-10.03
2017461,Melbourne V FC v Auckland FC,1,37:49.4,37:54.3,4.9,4177,Auckland FC,finish,low_block,5.74,-11.66,5.9,-20.66
2017461,Melbourne V FC v Auckland FC,1,37:54.3,38:00.4,6.1,4177,Auckland FC,create,medium_block,5.38,-20.34,34.18,-1.76
2017461,Melbourne V FC v Auckland FC,1,38:00.4,38:07.7,7.3,868,Melbourne V FC,chaotic,chaotic,-34.54,1.93,-37.65,32.55
2017461,Melbourne V FC v Auckland FC,1,38:36.2,38:45.3,9.1,4177,Auckland FC,finish,low_block,41.86,-32.06,39.27,-6.83
2017461,Melbourne V FC v Auckland FC,1,39:12.5,39:16.4,3.9,4177,Auckland FC,create,medium_block,15.36,-29.59,4.93,-15.92
2017461,Melbourne V FC v Auckland FC,1,39:16.4,39:19.1,2.7,4177,Auckland FC,finish,low_block,5.38,-17.11,5.39,-22.4
